Cow,Treat,Birth,AgeDay,AgeYear,Parity ,IA,DryPeriod,DIM,DIM305,TotMilk,Calving,CalvingTime,ColWeight,Brix,IcaCalve,IcaMilk,Breed,Sex,CalfWeight ,Calving difficulty,Fat,Protein,Lactose,SNF,SCC,MUN,MonoUnsaturatedFA,PolyUnsaturatedFA,SaturatedFA,TotalUnsaturatedFA,SCFA,MCFA,LCFA,Trans FA,Aceton,BHB,C14,C16,C18,C18.1,DSCC,DeNovoFa,MixeFA,PreformFa
8122,X-Zelit,2/16/2015,1789,4.901369863,4,4/4/2019,53,306,38780,37370,43840,8:00:00 AM,28.75,25.6,1,1.3,Hostein,F,0,1,5.39,15,2.56,20.25,1615,49.2,1.24,0.34,4.51,0.61,0.19,5.35,0.77,0.11,0,0,1.136,2.004,0.311,0.719,55.7,2.282,2.924,0
7783,Control,1/21/2014,2180,5.97260274,5,4/11/2019,46,344,25580,27680,43840,2:00:00 PM,6.55,32,0.59,1.25,Hostein,F,33.565808,1,3.58,14.65,2.9,20.05,.,41.9,0.54,0.4,4.12,0,0.06,4.57,0,0.34,0,0,1.238,2.163,0.413,0,0,2.333,1.981,0
8489,X-Zelit,3/18/2016,1395,3.821917808,3,4/25/2019,53,292,28620,24620,43842,4:45:00 PM,22.05,20.8,1.13,1.03,Hostein,F,34.472992,1,1.26,11.42,3.66,17.3,397,42.5,0.19,0.2,1.66,0,0,2.32,0,0.1,0,0,0.541,0.662,0.158,0,75.1,1.006,1.342,0
7254,DCAD,7/25/2012,2728,7.473972603,6,4/11/2019,49,396,36480,45200,43843,9:50:00 AM,3.6,33.8,0.99,0.89,Angus,M,37.194544,1,5.67,3.84,4.64,9.69,.,12.8,1.63,0.19,3.46,1.931,0.53,2.38,2.2,0.1,0,0,0.428,1.4,0.682,1.432,0,1.197,1.8,2.344
8849,DCAD,3/14/2017,1035,2.835616438,2,4/18/2019,40,310,35090,26680,43843,3:00:00 PM,3.15,25.4,1.11,1.13,Hostein,F,35.380176,1,4.94,14.59,2.94,19.73,3742,54,0.83,0.35,4.43,0.258,0.17,5.41,0.01,0.17,0,0,1.28,2.154,0.223,0.239,74.1,2.357,2.814,0
8059,DCAD,12/11/2014,1860,5.095890411,4,4/11/2019,57,378,26640,29320,43844,6:30:00 AM,30.45,23.3,0.85,0.81,Angus,M,46.266384,1,3.48,16.81,2.18,21.76,13,66.3,0.73,0.49,3.82,0,0.06,4.68,0,0.36,0,0,1.296,1.996,0.363,0,0,2.446,2.178,0
7773,Control,1/11/2014,2196,6.016438356,5,4/11/2019,52,305,36500,36140,43846,6:00:00 AM,5.05,29.5,0.67,0.81,Hostein,M,48.534344,1,1.65,7.38,0.55,9.87,.,28.5,0.31,0.18,2.07,0,0.06,2.29,0.04,0.22,0.13,0,0.544,0.466,0.053,0.003,0,0.821,1.208,0
8797,X-Zelit,1/23/2017,1089,2.983561644,2,4/11/2019,53,343,29380,24730,43847,5:00:00 AM,18.9,24.7,1.22,1.16,Hostein,F,39.462504,1,2.63,14.35,2.54,19.36,1323,57.2,0.46,0.34,2.54,0,0.12,3.34,0,0.21,0,0,0.825,0.895,0.3,0.005,78.6,1.42,1.682,0
8492,X-Zelit,3/21/2016,1397,3.82739726,3,4/18/2019,58,298,25630,22410,43847,1:50:00 PM,4.15,31.2,1.13,1.17,Hostein,F,44.452016,1,4.01,16.95,2.28,21.83,4734,73.7,0.75,0.44,3.91,0,0.15,4.86,0,0.27,0,0,1.24,1.724,0.362,0.002,73.1,2.207,2.595,0
8081,Control,1/1/2015,1844,5.052054795,4,4/11/2019,55,345,34880,36950,43849,9:00:00 PM,16.65,26.4,0.6,0.83,Hostein,M,45.812792,1,3.95,15.04,3.05,20.52,1383,65.4,0.89,0.36,3.46,0.292,0.13,4.34,0.25,0.18,0,0,0.991,1.497,0.35,0.394,54,1.753,2.387,0
8089,Control,1/10/2015,1838,5.035616438,4,4/18/2019,56,371,32090,35300,43852,3:00:00 AM,17.55,26.1,0.79,0.74,Angus,M,52.616672,1,1.45,14.39,2.54,19.53,282,58,0.25,0.34,1.9,0,0.03,2.72,0,0.22,0,0,0.763,0.602,0.222,0,59.1,1.397,1.618,0
8008,DCAD,10/22/2014,1918,5.254794521,4,4/11/2019,65,299,31210,30990,43852,9:45:00 AM,14.9,26.6,0.89,0.94,XB,M,57.606184,2,2.63,15.81,2.57,20.98,641,63.8,0.43,0.36,2.99,0,0.03,4.08,0,0.19,0,0,0.982,1.353,0.153,0,69.5,1.624,2.328,0
8481,Control,3/11/2017,1048,2.871232877,3,4/18/2019,59,300,33320,29360,43853,3:00:00 AM,7.85,28.8,1.01,0.97,Hostein,F,40.369688,1,3.22,16.47,2.66,21.56,738,81.3,0.56,0.44,3.58,0,0.15,4.44,0,0.23,0,0,1.185,1.48,0.259,0,64.2,2.189,3.243,0
8682,DCAD,10/19/2016,1192,3.265753425,2,4/18/2019,58,418,38100,40030,43854,5:30:00 AM,13,30.9,1.07,1.12,Hostein,F,42.637648,2,6.38,17.45,2.4,21.56,3184,45.1,1.05,0.584,6.014,0.045,0.335,5.629,0.203,0.28,0,0,1.686,2.548,0.384,0.09,3.496,2.766,0,.
7935,Control,8/7/2014,1998,5.473972603,4,4/18/2019,60,386,32690,38280,43856,4:30:00 AM,3.8,33.8,0.78,0.69,Hostein,F,43.998424,1,4.87,19.5,2.09,23.63,773,49.4,0.537,0.634,5.276,0,0.151,5.495,0,0.328,0,0,1.696,2.397,0.281,0,3.374,2.411,0,.
8821,X-Zelit,2/15/2017,1079,2.956164384,2,4/25/2019,52,308,35550,19500,43860,3:00:00 AM,6.9,29.2,1.22,1.2,Hostein,F,43.998424,1,2.59,21.19,1.8,25.63,2174,43.5,0,0.548,4.055,0,0,4.904,0,0.375,0,0,1.581,2.406,0.162,0,3.019,1.509,0,.
8822,DCAD,2/17/2017,1077,2.950684932,2,4/25/2019,52,345,28520,24010,43860,8:45:00 AM,2.45,25.3,1.13,1.12,Hostein,F,41.730464,1,8.6,15.57,3.94,20.29,36,20.8,1.896,0.453,6.98,1.187,0.559,5.234,2.622,0.156,0,0,1.841,1.267,0.279,1.09,3.433,3.451,0,.
8819,Control,2/13/2017,1082,2.964383562,2,5/2/2019,53,304,28640,21650,43861,3:30:00 AM,8.2,25,1.07,1.06,Hostein,F,39.008912,1,3.43,14.99,2.83,19.96,41,20.8,0.519,0.317,3.177,0.078,0.095,3.57,0.204,0.183,0,0,0.912,1.075,0.281,0.14,1.799,1.404,0.164,.
8119,DCAD,2/12/2015,1814,4.969863014,4,4/25/2019,53,306,29260,28470,43861,2:00:00 PM,14.45,27,0.97,0.86,XB,F,38.55532,1,2.52,16.93,2.19,21.32,57,22.3,0,0.44,3.296,0,0,4.038,0,0.298,0,0,1.24,1.582,0.178,0,2.301,1.131,0,.
7909,X-Zelit,7/12/2014,2031,5.564383562,4,4/25/2029,69,396,36970,43210,43863,6:00:00 PM,45.85,23.1,1.15,1.15,XB,M,47.173568,1,5.24,12.3,2.93,17.09,44,30.5,1.508,0.376,3.831,1.143,0.251,3.523,1.371,0.2,0,0,0.921,1.523,0.458,0.99,2.031,2.192,0.848,.
7973,DCAD,9/24/2014,1959,5.367123288,4,5/2/2019,69,327,30520,31570,43865,3:00:00 AM,9,26.9,0.81,0.81,Hostein,F,39.462504,1,1.79,17.24,2.17,21.81,71,35.7,0.038,0.465,2.572,0,0,3.354,0,0.269,0,0,1.005,1.231,0.072,0,2.129,1.593,0,.
7227,Control,7/1/2012,2774,7.6,6,4/25/2029,64,303,27330,27820,43865,6:45:00 AM,18,20.8,0.98,0.92,Hostein,M,44.452016,1,2.07,12.09,3.04,17.02,66,30.3,0.351,0.3,2.01,0,0.034,2.381,0,0.194,0,0,0.669,0.845,0.147,0.1,1.422,1.346,0,.
8093,Control,1/15/2015,1850,5.068493151,4,5/16/2019,68,374,32290,34930,43869,10:00:00 AM,13.1,25.3,0.8,0.76,Hostein,M,40.369688,1,2.37,15.31,2.9,20.68,33,32.9,0.19,0.33,2.74,0,0,4.42,0,0.31,0,0,1.225,1.995,0.068,0,1.95,1.462,0,.
8857,Control,3/19/2017,1056,2.893150685,2,5/8/2019,51,304,31330,23330,43869,4:30:00 PM,31.2,17.9,1.09,1.07,Hostein,M,47.62716,1,2.41,11.14,3.41,16.44,1259,34.8,0.33,0.24,2.42,0,0.1,3.22,0,0.14,0,0,0.756,1.275,0.085,0.234,1.446,1.701,0,.
8385,X-Zelit,11/27/2015,1536,4.208219178,3,5/2/2019,63,301,30020,28440,43871,8:00:00 AM,7.6,27.2,1.04,1.04,Hostein,M,47.173568,1,2.8,17.29,2.87,22.6,2384,38.2,0.1,0.43,3.54,0,0,5.55,0,0.37,0,0,1.62,2.603,0,0,2.641,2.107,0,.
8767,X-Zelit,12/26/2016,1141,3.126027397,2,5/9/2019,53,349,29080,25070,43871,11:40:00 AM,5.6,29.2,1.13,1.16,Hostein,F,40.369688,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
8509,X-Zelit,4/4/2016,1408,3.857534247,3,5/9/2019,57,299,24610,21180,43872,6:00:00 AM,3.3,25.5,1.06,1.1,Hostein,F,35.833768,1,1.21,16.19,2.76,21.5,1643,27.9,0,0.37,2.43,0,0,4.83,0,0.39,0,0,1.441,2.195,0,0,2.162,1.21,0,.
8536,Control,5/8/2016,1375,3.767123288,3,5/23/2019,51,294,28180,23990,43873,9:40:00 AM,1.5,27.5,0.95,0.89,Hostein,F,33.112216,1,1.53,17.68,2.58,22.92,3866,30.2,0,0.4,2.74,0,0,5.06,0,0.45,0,0,1.596,2.205,0,0,2.456,1.145,0,.
7761,DCAD,2/2/2014,2201,6.030136986,5,5/16/2019,65,288,29840,28570,43873,4:10:00 PM,15.55,26.5,0.89,0.84,Hostein,F,0,2,2.69,16.37,2.89,21.67,1477,42,0.08,0.42,3.42,0,0.03,5,0,0.45,0,0,1.644,2.052,0.107,0,2.539,1.779,0,.
8450,Control,1/30/2016,1475,4.04109589,3,5/9/2019,56,337,33410,30930,43874,7:30:00 AM,27.55,27.6,0.81,0.8,Hostein,F,39.008912,1,3.93,15.53,3,20.84,861,41.8,0.7,0.4,3.58,0.148,0.16,4.88,0.01,0.29,0,0,1.381,2.058,0.175,0.412,2.428,2.111,0.019,.
8490,DCAD,3/18/2019,332,0.909589041,3,5/9/2019,78,285,26340,22510,43874,10:15:00 AM,13.35,32.7,0.96,0.95,Hostein,F,36.28736,1,3.34,14.93,2.97,20.01,2356,37.2,0.37,0.41,3.53,0,0.2,4.54,0,0.31,0,0,1.429,1.832,0.128,0,2.791,2.558,0,.
7939,DCAD,8/11/2014,2014,5.517808219,4,5/16/2019,75,332,33830,34210,43876,10:20:00 PM,5.15,40,0.98,0.95,Hostein,F,34.472992,1,8.14,3.3,4.65,9.14,69,12.6,2.449,0.302,5.029,2.703,0.72,3.26,3.244,0.176,0.05,0.06,0.717,2.276,0.981,2.07,1.739,2.282,3.525,.
8820,DCAD,2/14/2017,1097,3.005479452,2,5/25/2019,46,375,32540,29620,43877,3:45:00 PM,18.55,17.7,1.17,1.16,Hostein,F,32.205032,1,3.03,22.11,2.33,26.98,881,71.6,0.018,0.744,4.482,0,0,5.324,0,0.383,0,0,1.722,2.579,0.32,0,3.287,1.97,0,.
7476,X-Zelit,2/19/2013,2554,6.997260274,5,5/15/2019,70,430,39440,52260,43878,8:30:00 PM,14.3,29.6,0.91,0.98,Angus,M,44.905608,1,5.88,3.15,4.28,8.68,295,26.2,2.24,0.2,3.2,2.387,0.37,1.69,2.74,0.16,0.25,0.1,0.222,1.395,0.893,1.917,0.611,1.516,3.404,.
8736,Control,12/4/2016,1170,3.205479452,2,5/16/2019,56,370,36730,33820,43878,10:45:00 PM,35,27.3,0.7,0.93,Angus,M,44.905608,2,5.04,17.57,2.59,22.32,121,52.6,0.932,0.468,4.4,0.384,0.213,4.675,0.641,0.199,0,0,1.216,1.761,0.348,0.43,2.584,2.368,0,.
8361,X-Zelit,11/6/2015,1567,4.293150685,3,5/16/2019,59,463,43110,51570,43881,12:20:00 AM,27,24.2,1,1.21,XB,M,55.338224,2,4.06,15.37,2.61,19.91,1269,43.9,0.683,0.494,4.045,0,0.12,3.985,0,0.237,0,0,1.175,2.07,0.374,0,2.646,2.986,0,.
8867,Control,4/3/2017,1054,2.887671233,2,5/23/2019,50,303,32090,24000,43882,3:45:00 PM,2.35,27.2,1.1,1.01,Hostein,F,39.008912,1,1.07,16.9,2.79,22.42,5554,37.4,0,0.39,2.21,0,0,4.62,0,0.41,0,0,1.431,1.945,0,0,2.141,1.118,0,.
8857,Control,3/19/2017,1056,2.893150685,2,5/8/2019,51,304,31330,23330,43869,4:30:00 PM,31.2,17.9,1.09,1.07,Hostein,M,47.62716,1,2.41,11.14,3.41,16.44,1259,34.8,0.33,0.24,2.42,0,0.1,3.22,0,0.14,0,0,0.756,1.275,0.085,0.234,1.446,1.701,0,.
8208,X-Zelit,5/24/2015,1736,4.756164384,4,5/16/2019,76,285,27860,25480,43884,9:15:00 AM,21.45,21.6,1.02,1.04,Hostein,F,44.452016,1,2.51,11.79,3.39,17.23,1010,28.2,0.38,0.25,2.51,0,0.05,3.51,0,0.19,0,0,0.834,1.697,0.217,0.18,1.486,1.582,0,.
8523,DCAD,4/23/2016,1401,3.838356164,3,5/23/2019,56,303,26480,23110,43884,5:30:00 PM,27.5,18,1.01,1,Hostein,F,42.184056,1,4.16,9.3,3.67,14.61,372,28.7,0.77,0.14,3.5,0.451,0.19,4.19,0.64,0.02,0,0,0.883,1.875,0.148,0.639,1.38,2.333,0.498,.
8522,X-Zelit,4/23/2016,1406,3.852054795,3,5/23/2019,60,301,27050,23240,43889,6:30:00 AM,5.7,31.8,1.04,1,Hostein,M,43.544832,1,5.48,5.42,4.49,11.56,1165,17.4,1.532,0.212,3.648,1.554,0.059,2.353,1.9,0.043,0,0,0.542,1.342,0.66,1.312,29.1,1.376,1.64,2.129
8146,DCAD,3/12/2015,1817,4.978082192,4,5/30/2019,63,293,29120,27360,43892,2:10:00 PM,8,43.1,0.98,0.91,Hostein,F,41.276872,1,7.23,18.5,2.95,25.08,3204,60.4,1.746,0.492,6.194,0.677,0.039,6.03,0.816,0.043,0,0,1.875,2.626,0.185,0.724,61.2,2.83,3.604,0
8541,Control,5/14/2016,1390,3.808219178,3,5/30/2019,58,301,38690,33360,43894,6:45:00 AM,21.15,22.8,1.04,1.02,Hostein,M,49.89512,1,2.43,14.16,3.07,20.66,489,46.7,0.325,0.336,2.702,0,0,3.243,0,0.041,0,0,1.01,1.251,0,0,75,1.623,1.945,0
8126,Control,2/20/2015,1839,5.038356164,4,5/30/2019,57,343,34540,35340,43894,6:00:00 PM,15.1,20.6,0.57,1.07,Hostein,M,46.719976,1,2.56,11.73,3.26,18.06,726,45.9,0.508,0.282,2.505,0,0.011,2.673,0,0.042,0,0,0.79,1.064,0.164,0.127,79.1,1.517,2.071,0
8017,X-Zelit,10/29/2014,1954,5.353424658,4,5/23/2019,87,314,38690,37600,43895,6:15:00 AM,46,27.6,1.1,1.09,XB,M,48.534344,1,3.76,16.28,2.66,22.92,718,50.6,0.8,0.434,3.605,0,0.006,4.055,0,0.04,0,0,1.315,1.676,0.225,0.024,46.3,2.059,2.277,0
8823,Control,2/17/2017,1112,3.046575342,2,5/30/2019,50,382,32180,29290,43895,4:35:00 PM,2.3,22.3,1.03,0.99,Angus,M,44.905608,1,5.25,12.47,3.53,17.63,4565,8.9,1.05,0.242,4.123,0.868,0.354,3.623,1.702,0.11,0,0,0.994,0.649,0.288,0.87,1.868,1.776,0.474,.
8834,DCAD,2/28/2017,1102,3.019178082,2,5/30/2019,51,313,32000,24750,43896,10:25:00 AM,14,21.2,1.23,1.12,Hostein,M,49.441528,1,1.81,11.63,3.1,16.59,505,8.2,0.133,0.284,1.978,0,0.1,2.445,0,0.136,0,0,0.641,0.603,0.065,0,1.453,1.496,0,.
8804,Control,2/3/2017,1128,3.090410959,2,6/4/2019,52,393,36000,34610,43897,4:00:00 AM,9.6,27.3,1.05,0.99,Hostein,F,38.55532,1,1.86,9.88,3.4,14.93,642,8.4,0.274,0.232,1.939,0,0.082,2.229,0,0.125,0,0,0.587,0.655,0.057,0.12,1.278,1.401,0,.
8431,DCAD,1/16/2016,1512,4.142465753,3,6/6/2019,54,303,30770,27590,43897,7:20:00 AM,11.9,25.3,1.07,0.95,Hostein,M,44.452016,1,4.2,14.69,3.34,19.72,5918,7.5,0.555,0.424,3.862,0.127,0.202,4.006,0.169,0.193,0,0,1.209,1.11,0.037,0.09,2.306,1.932,0,.
8713,X-Zelit,11/17/2016,1206,3.304109589,2,6/6/2019,47,310,35420,28280,43897,5:15:00 PM,3,19.6,1.06,0.94,Hostein,F,37.194544,1,2.41,11.02,3.42,16.18,2381,7.8,0.418,0.289,2.344,0,0.081,2.482,0.192,0.183,0,0,0.755,0.58,0.201,0.2,1.448,1.26,0,.
8534,Control,5/6/2016,1402,3.84109589,3,6/6/2019,69,288,26610,22650,43898,5:30:00 AM,17.6,25.7,0.7,1.02,Hostein,F,44.905608,1,2.4,15.81,2.95,20.96,6779,7.4,0.221,0.411,2.891,0,0.021,3.307,0,0.191,0,0,1.001,1.089,0.044,0,2.101,1.668,0,.
8438,X-Zelit,1/19/2016,1511,4.139726027,3,6/6/2019,49,341,33130,31820,43899,11:30:00 AM,5.3,33.1,1.13,1.13,Hostein,M,46.266384,1,3.1,17.32,2.8,22.4,1280,7.8,0.34,0.428,3.602,0,0.023,3.819,0,0.26,0,0,1.238,1.312,0.069,0,2.566,1.778,0,.
